epoch,accuracy,loss,val_accuracy,val_loss
64,0.9850304126739502,0.961434006690979,0.8400474190711975,1.5532104969024658
65,0.9858101010322571,0.9576845765113831,0.8459715843200684,1.5467511415481567
66,0.9833151698112488,0.9595369100570679,0.8483412265777588,1.5438064336776733
67,0.9844066500663757,0.9591948390007019,0.8436018824577332,1.5362071990966797
68,0.9856541156768799,0.954338788986206,0.8424170613288879,1.5356284379959106
69,0.9854981899261475,0.9550251364707947,0.8518957495689392,1.518025279045105
70,0.9851863384246826,0.9545596837997437,0.8530805706977844,1.5306941270828247
71,0.9856541156768799,0.9539390802383423,0.8459715843200684,1.5244122743606567
72,0.9862778782844543,0.9529685974121094,0.8412322402000427,1.5344605445861816
73,0.9859660267829895,0.9527231454849243,0.8388625383377075,1.536275029182434
74,0.9834710955619812,0.9553606510162354,0.8483412265777588,1.5332926511764526
75,0.9861219525337219,0.9516503214836121,0.8447867035865784,1.5327763557434082
76,0.9831591844558716,0.9522820711135864,0.8459715843200684,1.5417448282241821
77,0.9862778782844543,0.9491042494773865,0.850710928440094,1.5493426322937012
78,0.9847185611724854,0.9487631320953369,0.8412322402000427,1.5595718622207642
79,0.985342264175415,0.9491536617279053,0.8376777172088623,1.5544216632843018
80,0.9864338040351868,0.9439991116523743,0.8436018824577332,1.5348596572875977
81,0.9875253438949585,0.940691351890564,0.8459715843200684,1.539960503578186
82,0.9859660267829895,0.9401850700378418,0.8483412265777588,1.5304151773452759
83,0.9854981899261475,0.9401739835739136,0.8530805706977844,1.531449317932129
84,0.9861219525337219,0.9392954111099243,0.8518957495689392,1.5303229093551636
85,0.9864338040351868,0.9381623268127441,0.8459715843200684,1.532222032546997
86,0.9875253438949585,0.9386987090110779,0.8530805706977844,1.5297889709472656
87,0.9856541156768799,0.9380134344100952,0.8518957495689392,1.5290002822875977
88,0.9858101010322571,0.9379957914352417,0.8530805706977844,1.5305222272872925
89,0.9878371953964233,0.9365831017494202,0.8518957495689392,1.5345349311828613
90,0.9865897297859192,0.9355252981185913,0.8518957495689392,1.526474118232727
91,0.9870575666427612,0.9351688623428345,0.8542653918266296,1.52588951587677
92,0.9887728095054626,0.9330384731292725,0.8518957495689392,1.520959734916687
93,0.9864338040351868,0.9348340034484863,0.8542653918266296,1.5176185369491577
94,0.9859660267829895,0.9336895942687988,0.8554502129554749,1.5153117179870605
95,0.9862778782844543,0.9324285984039307,0.8530805706977844,1.5192097425460815
96,0.9875253438949585,0.9325162768363953,0.8578199148178101,1.5206561088562012
97,0.9867456555366516,0.9343886971473694,0.8542653918266296,1.523314118385315
98,0.9873694181442261,0.9319807887077332,0.850710928440094,1.5226181745529175
99,0.9867456555366516,0.9323153495788574,0.8518957495689392,1.5224095582962036
