epoch,accuracy,loss,val_accuracy,val_loss
0,0.08202089369297028,5.058640003204346,0.028436018154025078,5.182528018951416
1,0.35693123936653137,3.640406847000122,0.09360189735889435,4.708152770996094
2,0.5983158946037292,2.5469515323638916,0.1504739373922348,4.372406959533691
3,0.7207235097885132,2.036349296569824,0.24289099872112274,3.945181369781494
4,0.7894901037216187,1.7804747819900513,0.34478673338890076,3.4759697914123535
5,0.8365819454193115,1.6006073951721191,0.39454975724220276,3.2340738773345947
6,0.8649618029594421,1.4968727827072144,0.5071089863777161,2.7689220905303955
7,0.8913145065307617,1.4104193449020386,0.549763023853302,2.6373701095581055
8,0.9095587134361267,1.3415151834487915,0.6398104429244995,2.2777976989746094
9,0.9243723750114441,1.2976982593536377,0.7227488160133362,2.0263423919677734
10,0.9407453536987305,1.244410514831543,0.7428910136222839,1.9546947479248047
11,0.9511929154396057,1.2172352075576782,0.7689573168754578,1.8604592084884644
12,0.9513488411903381,1.1997963190078735,0.7701421976089478,1.846856951713562
13,0.9599251747131348,1.169384241104126,0.7962085604667664,1.7867790460586548
14,0.9628878831863403,1.1591702699661255,0.7973933815956116,1.7956589460372925
15,0.9663184285163879,1.14048433303833,0.8021327257156372,1.7626789808273315
16,0.9691252112388611,1.1305135488510132,0.799763023853302,1.770013451576233
17,0.9700608253479004,1.1199623346328735,0.821090042591095,1.7258262634277344
18,0.9739591479301453,1.1050584316253662,0.8127962350845337,1.7016233205795288
19,0.974582850933075,1.0922194719314575,0.8139810562133789,1.7074881792068481
20,0.9728676080703735,1.0937501192092896,0.828199028968811,1.6883994340896606
21,0.9780133962631226,1.0819696187973022,0.8187204003334045,1.7088507413864136
22,0.978169322013855,1.0738766193389893,0.8127962350845337,1.7007986307144165
23,0.9753625392913818,1.0760352611541748,0.8187204003334045,1.667144775390625
24,0.9756743907928467,1.0718740224838257,0.8199052214622498,1.7037930488586426
25,0.9769218564033508,1.0615339279174805,0.8222748637199402,1.6808351278305054
26,0.9791049361228943,1.0614744424819946,0.8376777172088623,1.6471129655838013
27,0.9791049361228943,1.0570988655090332,0.8163506984710693,1.6647311449050903
28,0.9798846244812012,1.0509490966796875,0.829383909702301,1.6665501594543457
29,0.9811320900917053,1.0448901653289795,0.8246445655822754,1.6665791273117065
30,0.9795727133750916,1.0409027338027954,0.8246445655822754,1.6691502332687378
31,0.9798846244812012,1.0392215251922607,0.8199052214622498,1.708482027053833
32,0.9791049361228943,1.0384013652801514,0.8258293867111206,1.663986325263977
33,0.980196475982666,1.0390610694885254,0.8353080749511719,1.636296272277832
34,0.9833151698112488,1.0307034254074097,0.8329383730888367,1.6153392791748047
35,0.9780133962631226,1.0357791185379028,0.8376777172088623,1.6245559453964233
36,0.9808202385902405,1.027674674987793,0.8436018824577332,1.6024470329284668
37,0.9808202385902405,1.0221954584121704,0.8317535519599915,1.639620065689087
38,0.9795727133750916,1.0285284519195557,0.829383909702301,1.654306411743164
39,0.9828473329544067,1.0198837518692017,0.8436018824577332,1.603779673576355
40,0.9815998673439026,1.0156245231628418,0.821090042591095,1.613767385482788
41,0.981755793094635,1.0156402587890625,0.828199028968811,1.6353046894073486
42,0.9820677042007446,1.0123924016952515,0.8353080749511719,1.6171081066131592
43,0.9825354814529419,1.0069804191589355,0.8305687308311462,1.5769054889678955
44,0.982223629951477,1.0055707693099976,0.8412322402000427,1.5908150672912598
45,0.9828473329544067,1.0101689100265503,0.8424170613288879,1.5939615964889526
46,0.9814439415931702,1.0048917531967163,0.8447867035865784,1.5818712711334229
47,0.9842507243156433,1.0055431127548218,0.8317535519599915,1.6204811334609985
48,0.9833151698112488,1.0013220310211182,0.8412322402000427,1.5742599964141846
49,0.9840947985649109,1.0001130104064941,0.8376777172088623,1.6021645069122314
50,0.9826914072036743,0.9985175132751465,0.8400474190711975,1.585515022277832
51,0.9828473329544067,0.9962074160575867,0.8222748637199402,1.6160341501235962
52,0.9823795557022095,0.9980018138885498,0.8436018824577332,1.5582948923110962
53,0.9820677042007446,0.9941888451576233,0.8388625383377075,1.5954885482788086
54,0.9825354814529419,0.99165278673172,0.8329383730888367,1.6099414825439453
55,0.9812880158424377,0.993396520614624,0.8471564054489136,1.5873699188232422
56,0.9819117188453674,0.9902227520942688,0.8376777172088623,1.5807684659957886
57,0.9840947985649109,0.9855812788009644,0.8270142078399658,1.5899075269699097
58,0.9831591844558716,0.98972088098526,0.8341231942176819,1.5868624448776245
59,0.9831591844558716,0.9882850646972656,0.8388625383377075,1.57707679271698
60,0.9842507243156433,0.9857320785522461,0.8364928960800171,1.5623756647109985
61,0.9854981899261475,0.9834097027778625,0.8364928960800171,1.5802028179168701
62,0.9836270213127136,0.9811102747917175,0.8353080749511719,1.5782986879348755
63,0.9845626354217529,0.9695377349853516,0.8436018824577332,1.5572251081466675
